subject,grade,skillId,skillIdentifier,skillDesc,,,,
Math - Common Core," 9, 10, 11, 12",15390,HSG.C.A.1,HSG: Circles - Prove that all circles are similar.,,,,
Math - Common Core," 9, 10, 11, 12",15391,HSG.C.A.2,"HSG: Circles - Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle.",,,,
Math - Common Core," 9, 10, 11, 12",15392,HSG.C.A.3,"HSG: Circles - Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle.",,,,
Math - Common Core," 9, 10, 11, 12",15393,HSG.C.A.4,HSG: Circles - Construct a tangent line from a point outside a given circle to the circle.,,,,
Math - Common Core," 9, 10, 11, 12",15394,HSG.C.B.5,"HSG: Circles - Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector.",,,,
Math - Common Core," 9, 10, 11, 12",15395,HSG.GPE.A.1,HSG: Expressing Geometric Properties with Equations - Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.,,,,
Math - Common Core," 9, 10, 11, 12",15396,HSG.GPE.A.2,HSG: Expressing Geometric Properties with Equations - Derive the equation of a parabola given a focus and directrix.,,,,
Math - Common Core," 9, 10, 11, 12",15397,HSG.GPE.A.3,"HSG: Expressing Geometric Properties with Equations - Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant.",,,,
Math - Common Core," 9, 10, 11, 12",15398,HSG.GPE.B.4,HSG: Expressing Geometric Properties with Equations - Use coordinates to prove simple geometric theorems algebraically.,,,,
Math - Common Core," 9, 10, 11, 12",15399,HSG.GPE.B.5,HSG: Expressing Geometric Properties with Equations - Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems.,,,,
Math - Common Core," 9, 10, 11, 12",15400,HSG.GPE.B.6,HSG: Expressing Geometric Properties with Equations - Find the point on a directed line segment between two given points that partitions the segment in a given ratio.,,,,
Math - Common Core," 9, 10, 11, 12",15401,HSG.GPE.B.7,HSG: Expressing Geometric Properties with Equations - Use coordinates to compute perimeters of polygons and areas of triangles and rectangles.,,,,
Math - Common Core," 9, 10, 11, 12",15402,HSG.GMD.A.1,"HSG: Geometric Measurement & Dimension - Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone.",,,,
Math - Common Core," 9, 10, 11, 12",15403,HSG.GMD.A.2,HSG: Geometric Measurement & Dimension - Give an informal argument using Cavalieri's principle for the formulas for the volume of a sphere and other solid figures.,,,,
Math - Common Core," 9, 10, 11, 12",15404,HSG.GMD.A.3,"HSG: Geometric Measurement & Dimension - Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems",,,,
Math - Common Core," 9, 10, 11, 12",15405,HSG.GMD.B.4,"HSG: Geometric Measurement & Dimension - Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",,,,
Math - Common Core," 9, 10, 11, 12",15406,HSG.MG.A.1,"HSG: Modeling with Geometry - Use geometric shapes, their measures, and their properties to describe objects.",,,,
Math - Common Core," 9, 10, 11, 12",15407,HSG.MG.A.2,HSG: Modeling with Geometry - Apply concepts of density based on area and volume in modeling situations.,,,,
Math - Common Core," 9, 10, 11, 12",15408,HSG.MG.A.3,HSG: Modeling with Geometry - Apply geometric methods to solve design problems.,,,,
Math - Common Core," 9, 10, 11, 12",15409,HSS.ID.A.1,"HSS: Interpreting Categorical & Quantitative Data - Represent data with plots on the real number line (dot plots, histograms, and box plots).",,,,
Math - Common Core," 9, 10, 11, 12",15410,HSS.ID.A.2,"HSS: Interpreting Categorical & Quantitative Data - Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.",,,,
Math - Common Core," 9, 10, 11, 12",15411,HSS.ID.A.3,"HSS: Interpreting Categorical & Quantitative Data - Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",,,,
Math - Common Core," 9, 10, 11, 12",15412,HSS.ID.A.4,HSS: Interpreting Categorical & Quantitative Data - Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages.,,,,
Math - Common Core," 9, 10, 11, 12",15413,HSS.ID.B.5,HSS: Interpreting Categorical & Quantitative Data - Summarize categorical data for two categories in two-way frequency tables.,,,,
Math - Common Core," 9, 10, 11, 12",15414,HSS.ID.B.6,"HSS: Interpreting Categorical & Quantitative Data - Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",,,,
Math - Common Core," 9, 10, 11, 12",15415,HSS.ID.C.7,HSS: Interpreting Categorical & Quantitative Data - Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.,,,,
Math - Common Core," 9, 10, 11, 12",15416,HSS.ID.C.8,HSS: Interpreting Categorical & Quantitative Data - Compute (using technology) and interpret the correlation coefficient of a linear fit.,,,,
Math - Common Core," 9, 10, 11, 12",15417,HSS.ID.C.9,HSS: Interpreting Categorical & Quantitative Data - Distinguish between correlation and causation.,,,,
Math - Common Core," 9, 10, 11, 12",15418,HSS.IC.A.1,HSS: Making Inferences & Justifying Conclusions - Understand statistics as a process for making inferences about population parameters based on a random sample from that population.,,,,
Math - Common Core," 9, 10, 11, 12",15419,HSS.IC.A.2,HSS: Making Inferences & Justifying Conclusions - Decide if a specified model is consistent with results from a given data-generating process.,,,,
Math - Common Core," 9, 10, 11, 12",15420,HSS.IC.B.3,"HSS: Making Inferences & Justifying Conclusions - Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.",,,,
Math - Common Core," 9, 10, 11, 12",15421,HSS.IC.B.4,HSS: Making Inferences & Justifying Conclusions - Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.,,,,
Math - Common Core," 9, 10, 11, 12",15422,HSS.IC.B.5,HSS: Making Inferences & Justifying Conclusions - Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.,,,,
Math - Common Core," 9, 10, 11, 12",15423,HSS.IC.B.6,HSS: Making Inferences & Justifying Conclusions - Evaluate reports based on data.,,,,
Math - Common Core," 9, 10, 11, 12",15424,HSS.CP.A.1,"HSS: Conditional Probability & the Rules of Probability - Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (\or","\"" \""not\"").""",15283,,
Math - Common Core," 9, 10, 11, 12",15425,HSS.CP.A.2,"HSS: Conditional Probability & the Rules of Probability - Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.",,,,
Math - Common Core," 9, 10, 11, 12",15426,HSS.CP.A.3,"HSS: Conditional Probability & the Rules of Probability - Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.",,,,
Math - Common Core," 9, 10, 11, 12",15427,HSS.CP.A.4,HSS: Conditional Probability & the Rules of Probability - Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified.,,,,
Math - Common Core," 9, 10, 11, 12",15428,HSS.CP.A.5,HSS: Conditional Probability & the Rules of Probability - Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations.,,,,
Math - Common Core," 9, 10, 11, 12",15429,HSS.CP.B.6,"HSS: Conditional Probability & the Rules of Probability - Find the conditional probability of A given B as the fraction of B's outcomes that also belong to A, and interpret the answer in terms of the model.",,,,
Math - Common Core," 9, 10, 11, 12",15430,HSS.CP.B.7,"HSS: Conditional Probability & the Rules of Probability - Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model.",,,,
Math - Common Core," 9, 10, 11, 12",15431,HSS.CP.B.8,"HSS: Conditional Probability & the Rules of Probability - Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model.",,,,
Math - Common Core," 9, 10, 11, 12",15432,HSS.CP.B.9,HSS: Conditional Probability & the Rules of Probability - Use permutations and combinations to compute probabilities of compound events and solve problems.,,,,
Math - Common Core," 9, 10, 11, 12",15433,HSS.MD.A.1,HSS: Using Probability to Make Decisions - Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.,,,,
Math - Common Core," 9, 10, 11, 12",15434,HSS.MD.A.2,HSS: Using Probability to Make Decisions - Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.,,,,
Math - Common Core," 9, 10, 11, 12",15435,HSS.MD.A.3,HSS: Using Probability to Make Decisions - +) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value.,,,,
Math - Common Core," 9, 10, 11, 12",15436,HSS.MD.A.4,HSS: Using Probability to Make Decisions - Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value.,,,,
Math - Common Core," 9, 10, 11, 12",15437,HSS.MD.B.5,HSS: Using Probability to Make Decisions - +) Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.,,,,
Math - Common Core," 9, 10, 11, 12",15438,HSS.MD.B.6,HSS: Using Probability to Make Decisions - Use probabilities to make fair decisions.,,,,
Math - Common Core," 9, 10, 11, 12",15439,HSS.MD.B.7,HSS: Using Probability to Make Decisions - Analyze decisions and strategies using probability concepts.,,,,
Math - Common Core,Kindergarten,15453,K.CC,Counting & Cardinality,,,,
Math - Common Core,Kindergarten,15454,K.OA,Operations & Algebraic Thinking,,,,
Math - Common Core,Kindergarten,15455,K.NBT,Number & Operations in Base Ten,,,,
Math - Common Core,Kindergarten,15456,K.MD,Measurement & Data,,,,
Math - Common Core,Kindergarten,15457,K.G,Geometry,,,,
Math - Common Core,Kindergarten,15476,K.CC.A.1,Count to 100 by ones and by tens.,,,,
Math - Common Core,Kindergarten,15477,K.CC.A.2,Count forward beginning from a given number within the known sequence,,,,
Math - Common Core,Kindergarten,15478,K.CC.A.3,Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20,,,,
Math - Common Core,Kindergarten,15479,K.CC.B.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,,,,
Math - Common Core,Kindergarten,15480,K.CC.B.5,"Count to answer \how many?\"" questions about as many as 20 things arranged in a line", or a circle, or as many as 10 things in a scattered configuration; given a number from 1-20," count out that many objects.""",15453
Math - Common Core,Kindergarten,15481,K.CC.C.6,"Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group.",,,,
Math - Common Core,Kindergarten,15482,K.CC.C.7,Compare two numbers between 1 and 10 presented as written numerals.,,,,
Math - Common Core,Kindergarten,15483,K.OA.A.1,"Represent addition and subtraction with objects, fingers, mental images, drawings1, sounds, acting out situations, verbal explanations, expressions, or equations.",,,,
Math - Common Core,Kindergarten,15484,K.OA.A.2,"Solve addition and subtraction word problems, and add and subtract within 10",,,,
Math - Common Core,Kindergarten,15485,K.OA.A.3,Decompose numbers less than or equal to 10 into pairs in more than one way,,,,
Math - Common Core,Kindergarten,15486,K.OA.A.4,"For any number from 1 to 9, find the number that makes 10 when added to the given number",,,,
Math - Common Core,Kindergarten,15487,K.OA.A.5,Fluently add and subtract within 5.,,,,
Math - Common Core,Kindergarten,15488,K.NBT.A.1,Compose and decompose numbers from 11 to 19 into ten ones and some further ones,,,,
Math - Common Core,Kindergarten,15489,K.MD.A.1,"Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single object.",,,,
Math - Common Core,Kindergarten,15490,K.MD.A.2,"Directly compare two objects with a measurable attribute in common, to see which object has \more of\""/\""less of\"" the attribute",15456,,,
Math - Common Core,Kindergarten,15491,K.MD.B.3,Classify objects into given categories; count the numbers of objects in each category and sort the categories by count.,,,,
Math - Common Core,Kindergarten,15492,K.G.A.1,"Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as above, below, beside, in front of, behind, and next to.",,,,
Math - Common Core,Kindergarten,15493,K.G.A.2,Correctly name shapes regardless of their orientations or overall size.,,,,
Math - Common Core,Kindergarten,15494,K.G.A.3,"Identify shapes as two-dimensional (lying in a plane, \flat\"") or three-dimensional (\""solid\"").""",,,,
Math - Common Core,Kindergarten,15495,K.G.B.4,"Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts and other attributes",,,,
Math - Common Core,Kindergarten,15496,K.G.B.5,Model shapes in the world by building shapes from components and drawing shapes.,,,,
Math - Common Core,Kindergarten,15497,K.G.B.6,Compose simple shapes to form larger shapes.,,,,
Math - Common Core,Kindergarten,15598,K.CC.B.4.a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object.",,,,
Math - Common Core,Kindergarten,15599,K.CC.B.4.b,Understand that the last number name said tells the number of objects counted. The number of objects is the same regardless of their arrangement or the order in which they were counted.,,,,
Math - Common Core,Kindergarten,15600,K.CC.B.4.c,Understand that each successive number name refers to a quantity that is one larger.,,,,
Music,1,14898,1.MU,Major Learning skill for Music,,,,
Music,1,15098,1.MU.A.1,Minor Learning skill for Music,,,,
Music,10,14907,10.MU,Major Learning skill for Music,,,,
Music,10,15107,10.MU.A.1,Minor Learning skill for Music,,,,
Music,11,15657,11.MU,Major Learning skill for Music,,,,
Music,11,15705,11.MU.A.1,Minor Learning skill for Music,,,,
Music,12,15673,12.MU,Major Learning skill for Music,,,,
Music,12,15721,12.MU.A.1,Minor Learning skill for Music,,,,
Music,2,14899,2.MU,Major Learning skill for Music,,,,
Music,2,15099,2.MU.A.1,Minor Learning skill for Music,,,,
Music,3,14900,3.MU,Major Learning skill for Music,,,,
Music,3,15100,3.MU.A.1,Minor Learning skill for Music,,,,
Music,4,14901,4.MU,Major Learning skill for Music,,,,
Music,4,15101,4.MU.A.1,Minor Learning skill for Music,,,,
Music,5,14902,5.MU,Major Learning skill for Music,,,,
Music,5,15102,5.MU.A.1,Minor Learning skill for Music,,,,
Music,6,14903,6.MU,Major Learning skill for Music,,,,
Music,6,15103,6.MU.A.1,Minor Learning skill for Music,,,,
Music,7,14904,7.MU,Major Learning skill for Music,,,,
Music,7,15104,7.MU.A.1,Minor Learning skill for Music,,,,
Music,8,14905,8.MU,Major Learning skill for Music,,,,
Music,8,15105,8.MU.A.1,Minor Learning skill for Music,,,,
Music,9,14906,9.MU,Major Learning skill for Music,,,,
Music,9,15106,9.MU.A.1,Minor Learning skill for Music,,,,
Music,Kindergarten,15629,Pre-K.MU,Major Learning skill for Music,,,,
Music,Kindergarten,15689,Pre-K.MU.A.1,Minor Learning skill for Music,,,,
Other,1,17119,1.OT,Other Major Learning skill,,,,
Other,1,17129,1.OT.A.1,Other Minor Learning skill,,,,
Other,10,17128,10.OT,Other Major Learning skill,,,,
Other,10,17138,10.OT.A.1,Other Minor Learning skill,,,,
Other,11,17140,11.OT,Other Major Learning skill,,,,
Other,11,17143,11.OT.A.1,Other Minor Learning skill,,,,
Other,12,17141,12.OT,Other Major Learning skill,,,,
Other,12,17144,12.OT.A.1,Other Minor Learning skill,,,,
Other,2,17120,2.OT,Other Major Learning skill,,,,
Other,2,17130,2.OT.A.1,Other Minor Learning skill,,,,
Other,3,17121,3.OT,Other Major Learning skill,,,,
Other,3,17131,3.OT.A.1,Other Minor Learning skill,,,,
Other,4,17122,4.OT,Other Major Learning skill,,,,
Other,4,17132,4.OT.A.1,Other Minor Learning skill,,,,
Other,5,17123,5.OT,Other Major Learning skill,,,,
Other,5,17133,5.OT.A.1,Other Minor Learning skill,,,,
Other,6,17124,6.OT,Other Major Learning skill,,,,
Other,6,17134,6.OT.A.1,Other Minor Learning skill,,,,
Other,7,17125,7.OT,Other Major Learning skill,,,,
Other,7,17135,7.OT.A.1,Other Minor Learning skill,,,,
Other,8,17126,8.OT,Other Major Learning skill,,,,
Other,8,17136,8.OT.A.1,Other Minor Learning skill,,,,
Other,9,17127,9.OT,Other Major Learning skill,,,,
Other,9,17137,9.OT.A.1,Other Minor Learning skill,,,,
Other,Kindergarten,17139,Pre-K.OT,Other Major Learning skill,,,,
Other,Kindergarten,17142,Pre-K.OT.A.1,Other Minor Learning skill,,,,
Reading,1,14948,1.RE,Major Learning skill for Reading,,,,
Reading,1,15148,1.RE.A.1,Minor Learning skill for Reading,,,,
Reading,10,14957,10.RE,Major Learning skill for Reading,,,,
Reading,10,15157,10.RE.A.1,Minor Learning skill for Reading,,,,
Reading,11,15661,11.RE,Major Learning skill for Reading,,,,
Reading,11,15709,11.RE.A.1,Minor Learning skill for Reading,,,,
Reading,12,15677,12.RE,Major Learning skill for Reading,,,,
Reading,12,15725,12.RE.A.1,Minor Learning skill for Reading,,,,
Reading,2,14949,2.RE,Major Learning skill for Reading,,,,
Reading,2,15149,2.RE.A.1,Minor Learning skill for Reading,,,,
Reading,3,14950,3.RE,Major Learning skill for Reading,,,,
Reading,3,15150,3.RE.A.1,Minor Learning skill for Reading,,,,
Reading,4,14951,4.RE,Major Learning skill for Reading,,,,
Reading,4,15151,4.RE.A.1,Minor Learning skill for Reading,,,,
Reading,5,14952,5.RE,Major Learning skill for Reading,,,,
Reading,5,15152,5.RE.A.1,Minor Learning skill for Reading,,,,
Reading,6,14953,6.RE,Major Learning skill for Reading,,,,
Reading,6,15153,6.RE.A.1,Minor Learning skill for Reading,,,,
Reading,7,14954,7.RE,Major Learning skill for Reading,,,,
Reading,7,15154,7.RE.A.1,Minor Learning skill for Reading,,,,
Reading,8,14955,8.RE,Major Learning skill for Reading,,,,
Reading,8,15155,8.RE.A.1,Minor Learning skill for Reading,,,,
Reading,9,14956,9.RE,Major Learning skill for Reading,,,,
Reading,9,15156,9.RE.A.1,Minor Learning skill for Reading,,,,
Reading,Kindergarten,15633,Pre-K.RE,Major Learning skill for Reading,,,,
Reading,Kindergarten,15693,Pre-K.RE.A.1,Minor Learning skill for Reading,,,,
Science - NGSS,1,17150,1-PS4,Waves and their Applications in Technologies for Information Transfer,,,,
Science - NGSS,1,17151,1-LS1,From Molecules to Organisms: Structures and Processes,,,,
Science - NGSS,1,17152,1-LS3,Heredity: Inheritance and Variation of Traits,,,,
Science - NGSS,1,17153,1-ESS1,Earth's Place in the Universe,,,,
Science - NGSS,1,17216,1-PS4-1,Plan and conduct investigations to provide evidence that vibrating materials can make sound and that sound can make materials vibrate.,,,,
Science - NGSS,1,17217,1-PS4-2,Make observations to construct an evidence-based account that objects can be seen only when illuminated.,,,,
Science - NGSS,1,17218,1-PS4-3,Plan and conduct an investigation to determine the effect of placing objects made with different materials in the path of a beam of light.,,,,
Science - NGSS,1,17219,1-PS4-4,Use tools and materials to design and build a device that uses light or sound to solve the problem of communicating over a distance.,,,,
Science - NGSS,1,17220,1-LS1-1,"Use materials to design a solution to a human problem by mimicking how plants and/or animals use their external parts to help them survive, grow, and meet their needs.",,,,
Science - NGSS,1,17221,1-LS1-2,Read texts and use media to determine patterns in behavior of parents and offspring that help offspring survive.,,,,
Science - NGSS,1,17222,1-LS3-1,"Make observations to construct an evidence-based account that young plants and animals are like, but not exactly like, their parents.",,,,
Science - NGSS,1,17223,1-ESS1-1,"Use observations of the sun, moon, and stars to describe patterns that can be predicted.",,,,
Science - NGSS,1,17224,1-ESS1-2,Make observations at different times of year to relate the amount of daylight to the time of year.,,,,
Science - NGSS,1,17430,PS4.A,Wave Properties,,,,
Science - NGSS,1,17431,PS4.B,Electromagnetic Radiation,,,,
Science - NGSS,1,17432,PS4.B,Electromagnetic Radiation,,,,
Science - NGSS,1,17433,PS4.C,Information Technologies and Instrumentation,,,,
Science - NGSS,1,17434,LS1.A,Structure and Function,,,,
Science - NGSS,1,17435,LS1.D,Information Processing,,,,
Science - NGSS,1,17436,LS1.B,Growth and Development of Organisms,,,,
Science - NGSS,1,17437,LS3.A,Inheritance of Traits,,,,
Science - NGSS,1,17438,LS3.B,Variation of Traits,,,,
Science - NGSS,1,17439,ESS1.A,The Universe and its Stars,,,,
Science - NGSS,1,17440,ESS1.B,Earth and the Solar System,,,,
Science - NGSS,2,17154,2-PS1,Matter and its Interactions,,,,
Science - NGSS,2,17155,2-LS2,"Ecosystems: Interactions, Energy, and Dynamics",,,,
Science - NGSS,2,17156,2-LS4,Biological Evolution: Unity and Diversity,,,,
Science - NGSS,2,17157,2-ESS1,Earth's Place in the Universe,,,,
Science - NGSS,2,17158,2-ESS2,Earth's Systems,,,,
Science - NGSS,2,17159,K-2-ETS1,Engineering Design,,,,
Science - NGSS,2,17225,2-PS1-1,Plan and conduct an investigation to describe and classify different kinds of materials by their observable properties.,,,,
Science - NGSS,2,17226,2-PS1-2,Analyze data obtained from testing different materials to determine which materials have the properties that are best suited for an intended purpose.,,,,
Science - NGSS,2,17227,2-PS1-3,Make observations to construct an evidence-based account of how an object made of a small set of pieces can be disassembled and made into a new object.,,,,
Science - NGSS,2,17228,2-PS1-4,Construct an argument with evidence that some changes caused by heating or cooling can be reversed and some cannot.,,,,
Science - NGSS,2,17229,2-LS2-1,Plan and conduct an investigation to determine if plants need sunlight and water to grow.,,,,
Science - NGSS,2,17230,2-LS2-2,Develop a simple model that mimics the function of an animal in dispersing seeds or pollinating plants.,,,,
Science - NGSS,2,17231,2-LS4-1,Make observations of plants and animals to compare the diversity of life in different habitats.,,,,
Science - NGSS,2,17232,2-ESS1-1,Use information from several sources to provide evidence that Earth events can occur quickly or slowly.,,,,
Science - NGSS,2,17233,2-ESS2-1,Compare multiple solutions designed to slow or prevent wind or water from changing the shape of the land.,,,,
Science - NGSS,2,17234,2-ESS2-2,Develop a model to represent the shapes and kinds of land and bodies of water in an area.,,,,
Science - NGSS,2,17235,2-ESS2-3,Obtain information to identify where water is found on Earth and that it can be solid or liquid.,,,,
Science - NGSS,2,17236,K-2-ETS1-1,"Ask questions, make observations, and gather information about a situation people want to change to define a simple problem that can be solved through the development of a new or improved object or tool.",,,,
Science - NGSS,2,17237,K-2-ETS1-2,"Develop a simple sketch, drawing, or physical model to illustrate how the shape of an object helps it function as needed to solve a given problem.",,,,
Science - NGSS,2,17238,K-2-ETS1-3,Analyze data from tests of two objects designed to solve the same problem to compare the strengths and weaknesses of how each performs.,,,,
Science - NGSS,2,17441,PS1.A,Structure and Properties of Matter,,,,
Science - NGSS,2,17442,PS1.A,Structure and Properties of Matter,,,,
Science - NGSS,2,17443,PS1.A,Structure and Properties of Matter,,,,
Science - NGSS,2,17444,PS1.B,Chemical Reactions,,,,
Science - NGSS,2,17445,LS2.A,Interdependent Relationships in Ecosystems,,,,
Science - NGSS,2,17446,LS2.A,Interdependent Relationships in Ecosystems,,,,
Science - NGSS,2,17447,ETS1.B,Developing Possible Solutions,,,,
Science - NGSS,2,17448,LS4.D,Biodiversity and Humans,,,,
Science - NGSS,2,17449,ESS1.C,The History of Planet Earth,,,,
Science - NGSS,2,17450,ESS2.A,Earth Materials and Systems,,,,
Science - NGSS,2,17451,ETS1.C,Optimizing the Design Solution,,,,
Science - NGSS,2,17452,ESS2.B,Plate Tectonics and Large-Scale System Interactions,,,,
Science - NGSS,2,17453,ESS2.C,The Roles of Water in Earth's Surface Processes,,,,
Science - NGSS,2,17454,ETS1.A,Defining and Delimiting Engineering Problems,,,,
Science - NGSS,2,17455,ETS1.B,Developing Possible Solutions,,,,
Science - NGSS,2,17456,ETS1.C,Optimizing the Design Solution,,,,
Science - NGSS,3,17160,3-PS2,Motion and Stability: Forces and Interactions,,,,
Science - NGSS,3,17161,3-LS1,From Molecules to Organisms: Structures and Processes,,,,
Science - NGSS,3,17162,3-LS2,"Ecosystems: Interactions, Energy, and Dynamics",,,,
Science - NGSS,3,17163,3-LS3,Heredity: Inheritance and Variation of Traits,,,,
Science - NGSS,3,17164,3-LS4,Biological Evolution: Unity and Diversity,,,,
Science - NGSS,3,17165,3-ESS2,Earth's Systems,,,,
Science - NGSS,3,17166,3-ESS3,Earth and Human Activity,,,,
Science - NGSS,3,17239,3-PS2-1,Plan and conduct an investigation to provide evidence of the effects of balanced and unbalanced forces on the motion of an object.,,,,
Science - NGSS,3,17240,3-PS2-2,Make observations and/or measurements of an object's motion to provide evidence that a pattern can be used to predict future motion.,,,,
Science - NGSS,3,17241,3-PS2-3,Ask questions to determine cause and effect relationships of electric or magnetic interactions between two objects not in contact with each other.,,,,
Science - NGSS,3,17242,3-PS2-4,Define a simple design problem that can be solved by applying scientific ideas about magnets.,,,,
Science - NGSS,3,17243,3-LS1-1,"Develop models to describe that organisms have unique and diverse life cycles but all have in common birth, growth, reproduction, and death.",,,,
Science - NGSS,3,17244,3-LS2-1,Construct an argument that some animals form groups that help members survive.,,,,
Science - NGSS,3,17245,3-LS3-1,Analyze and interpret data to provide evidence that plants and animals have traits inherited from parents and that variation of these traits exists in a group of similar organisms.,,,,
Science - NGSS,3,17246,3-LS3-2,Use evidence to support the explanation that traits can be influenced by the environment.,,,,
Science - NGSS,3,17247,3-LS4-1,Analyze and interpret data from fossils to provide evidence of the organisms and the environments in which they lived long ago.,,,,
Science - NGSS,3,17248,3-LS4-2,"Use evidence to construct an explanation for how the variations in characteristics among individuals of the same species may provide advantages in surviving, finding mates, and reproducing.",,,,
Science - NGSS,3,17249,3-LS4-3,"Construct an argument with evidence that in a particular habitat some organisms can survive well, some survive less well, and some cannot survive at all.",,,,
Science - NGSS,3,17250,3-LS4-4,Make a claim about the merit of a solution to a problem caused when the environment changes and the types of plants and animals that live there may change.,,,,
Science - NGSS,3,17251,3-ESS2-1,Represent data in tables and graphical displays to describe typical weather conditions expected during a particular season.,,,,
Science - NGSS,3,17252,3-ESS2-2,Obtain and combine information to describe climates in different regions of the world.,,,,
Science - NGSS,3,17253,3-ESS3-1,Make a claim about the merit of a design solution that reduces the impacts of a weather-related hazard.,,,,
Science - NGSS,3,17457,PS2.A,Forces and Motion,,,,
Science - NGSS,3,17458,PS2.B,Types of Interactions,,,,
Science - NGSS,3,17459,PS2.A,Forces and Motion,,,,
Science - NGSS,3,17460,PS2.B,Types of Interactions,,,,
Science - NGSS,3,17461,PS2.B,Types of Interactions,,,,
Science - NGSS,3,17462,LS1.B,Growth and Development of Organisms,,,,
Science - NGSS,3,17463,LS2.D,Social Interactions and Group Behavior,,,,
Science - NGSS,3,17464,LS3.A,Inheritance of Traits,,,,
Science - NGSS,3,17465,LS3.B,Variation of Traits,,,,
Science - NGSS,3,17466,LS3.A,Inheritance of Traits,,,,
Science - NGSS,3,17467,LS3.B,Variation of Traits,,,,
Science - NGSS,3,17468,LS4.A,Evidence of Common Ancestry and Diversity,,,,
Science - NGSS,3,17469,LS4.B,Natural Selection,,,,
Science - NGSS,3,17470,LS4.C,Adaptation,,,,
Science - NGSS,3,17471,LS2.C,"Ecosystem Dynamics, Functioning, and Resilience",,,,
Science - NGSS,3,17472,LS4.D,Biodiversity and Humans,,,,
Science - NGSS,3,17473,ESS2.D,Weather and Climate,,,,
Science - NGSS,3,17474,ESS2.D,Weather and Climate,,,,
Science - NGSS,3,17475,ESS3.B,Natural Hazards,,,,
Science - NGSS,4,17167,4-PS3,Energy,,,,
Science - NGSS,4,17168,4-PS4,Waves and their Applications in Technologies for Information Transfer,,,,
Science - NGSS,4,17169,4-LS1,From Molecules to Organisms: Structures and Processes,,,,
Science - NGSS,4,17170,4-ESS1,Earth's Place in the Universe,,,,
Science - NGSS,4,17171,4-ESS2,Earth's Systems,,,,
Science - NGSS,4,17172,4-ESS3,Earth and Human Activity,,,,
Science - NGSS,4,17254,4-PS3-1,Use evidence to construct an explanation relating the speed of an object to the energy of that object.,,,,
Science - NGSS,4,17255,4-PS3-2,"Make observations to provide evidence that energy can be transferred from place to place by sound, light, heat, and electric currents.",,,,
