subject,grade,skillId,skillIdentifier,keywords,keywords
Math - Common Core," 9, 10, 11, 12",15307,HSN.VM.C.9,hsn vector matrix quantities  understand  unlike multiplication  numbers matrix multiplication  square matrices    commutative operation  still satisfies  associative  distributive properties,hsn vector matrix quantities  understand  unlike multiplication  numbers matrix multiplication  square matrices    commutative operation  still satisfies  associative  distributive properties
Math - Common Core," 9, 10, 11, 12",15308,HSN.VM.C.10,hsn vector matrix quantities  understand   zero  identity matrices play  role  matrix addition  multiplication similar   role  0  1   real numbers,hsn vector matrix quantities  understand   zero  identity matrices play  role  matrix addition  multiplication similar   role  0  1   real numbers
Math - Common Core," 9, 10, 11, 12",15309,HSN.VM.C.11,hsn vector matrix quantities  multiply  vector regarded   matrix  one column   matrix  suitable dimensions  produce another vector,hsn vector matrix quantities  multiply  vector regarded   matrix  one column   matrix  suitable dimensions  produce another vector
Math - Common Core," 9, 10, 11, 12",15310,HSN.VM.C.12,hsn vector matrix quantities  work  2 times 2 matrices   transformations   plane  interpret  absolute value   determinant  terms  area,hsn vector matrix quantities  work  2 times 2 matrices   transformations   plane  interpret  absolute value   determinant  terms  area
Math - Common Core," 9, 10, 11, 12",15311,HSA.SSE.A.1,hsa seeing structure  expressions  interpret expressions  represent  quantity  terms   context,hsa seeing structure  expressions  interpret expressions  represent  quantity  terms   context
Math - Common Core," 9, 10, 11, 12",15312,HSA.SSE.A.2,hsa seeing structure  expressions  use  structure   expression  identify ways  rewrite ,hsa seeing structure  expressions  use  structure   expression  identify ways  rewrite 
Math - Common Core," 9, 10, 11, 12",15313,HSA.SSE.B.3,hsa seeing structure  expressions  choose  produce  equivalent form   expression  reveal  explain properties   quantity represented   expression,hsa seeing structure  expressions  choose  produce  equivalent form   expression  reveal  explain properties   quantity represented   expression
Math - Common Core," 9, 10, 11, 12",15314,HSA.SSE.B.4,hsa seeing structure  expressions  derive  formula   sum   finite geometric series   common ratio   1  use  formula  solve problem,hsa seeing structure  expressions  derive  formula   sum   finite geometric series   common ratio   1  use  formula  solve problem
Math - Common Core," 9, 10, 11, 12",15315,HSA.APR.A.1,hsa arithmetic  polynomials rational expressions  understand  polynomials form  system analogous   integers namely   closed   operations  addition subtraction  multiplication add subtract  multiply polynomials,hsa arithmetic  polynomials rational expressions  understand  polynomials form  system analogous   integers namely   closed   operations  addition subtraction  multiplication add subtract  multiply polynomials
Math - Common Core," 9, 10, 11, 12",15316,HSA.APR.B.2,hsa arithmetic  polynomials rational expressions  know  apply  remainder theorem   polynomial px   number   remainder  division  x    p  p 0     x     factor  px,hsa arithmetic  polynomials rational expressions  know  apply  remainder theorem   polynomial px   number   remainder  division  x    p  p 0     x     factor  px
Math - Common Core," 9, 10, 11, 12",15317,HSA.APR.B.3,hsa arithmetic  polynomials rational expressions  identify zeros  polynomials  suitable factorizations  available  use  zeros  construct  rough graph   function defined   polynomial,hsa arithmetic  polynomials rational expressions  identify zeros  polynomials  suitable factorizations  available  use  zeros  construct  rough graph   function defined   polynomial
Math - Common Core," 9, 10, 11, 12",15318,HSA.APR.C.4,hsa arithmetic  polynomials rational expressions  prove polynomial identities  use   describe numerical relationships,hsa arithmetic  polynomials rational expressions  prove polynomial identities  use   describe numerical relationships
Math - Common Core," 9, 10, 11, 12",15319,HSA.APR.C.5,hsa arithmetic  polynomials rational expressions  know  apply  binomial theorem   expansion  x  yn  powers  x  y   positive integer n  x  y   numbers  coefficients determined,hsa arithmetic  polynomials rational expressions  know  apply  binomial theorem   expansion  x  yn  powers  x  y   positive integer n  x  y   numbers  coefficients determined
Math - Common Core," 9, 10, 11, 12",15320,HSA.APR.D.6,hsa arithmetic  polynomials rational expressions  rewrite simple rational expressions  different forms write xbx   form qx  rxbx  x bx qx  rx  polynomials   degree  rx less   degree  bx using inspection long division     complicated examples  computer algebra system,hsa arithmetic  polynomials rational expressions  rewrite simple rational expressions  different forms write xbx   form qx  rxbx  x bx qx  rx  polynomials   degree  rx less   degree  bx using inspection long division     complicated examples  computer algebra system
Math - Common Core," 9, 10, 11, 12",15321,HSA.APR.D.7,hsa arithmetic  polynomials rational expressions  understand  rational expressions form  system analogous   rational numbers closed  addition subtraction multiplication  division   nonzero rational expression add subtract multiply  divide rational expressions,hsa arithmetic  polynomials rational expressions  understand  rational expressions form  system analogous   rational numbers closed  addition subtraction multiplication  division   nonzero rational expression add subtract multiply  divide rational expressions
Math - Common Core," 9, 10, 11, 12",15322,HSA.CED.A.1,hsa creating equations  create equations  inequalities  one variable  use   solve problems,hsa creating equations  create equations  inequalities  one variable  use   solve problems
Math - Common Core," 9, 10, 11, 12",15323,HSA.CED.A.2,hsa creating equations  create equations  two   variables  represent relationships  quantities graph equations  coordinate axes  labels  scales,hsa creating equations  create equations  two   variables  represent relationships  quantities graph equations  coordinate axes  labels  scales
Math - Common Core," 9, 10, 11, 12",15324,HSA.CED.A.3,hsa creating equations  represent constraints  equations  inequalities   systems  equations  inequalities  interpret solutions  viable  nonviable options   modeling context,hsa creating equations  represent constraints  equations  inequalities   systems  equations  inequalities  interpret solutions  viable  nonviable options   modeling context
Math - Common Core," 9, 10, 11, 12",15325,HSA.CED.A.4,hsa creating equations  rearrange formulas  highlight  quantity  interest using   reasoning   solving equations,hsa creating equations  rearrange formulas  highlight  quantity  interest using   reasoning   solving equations
Math - Common Core," 9, 10, 11, 12",15326,HSA.REI.A.1,hsa reasoning  equations inequalities  explain  step  solving  simple equation  following   equality  numbers asserted   previous step starting   assumption   original equation   solut,hsa reasoning  equations inequalities  explain  step  solving  simple equation  following   equality  numbers asserted   previous step starting   assumption   original equation   solut
Math - Common Core," 9, 10, 11, 12",15327,HSA.REI.A.2,hsa reasoning  equations inequalities  solve simple rational  radical equations  one variable  give examples showing  extraneous solutions may arise,hsa reasoning  equations inequalities  solve simple rational  radical equations  one variable  give examples showing  extraneous solutions may arise
Math - Common Core," 9, 10, 11, 12",15328,HSA.REI.B.3,hsa reasoning  equations inequalities  solve linear equations  inequalities  one variable including equations  coefficients represented  letters,hsa reasoning  equations inequalities  solve linear equations  inequalities  one variable including equations  coefficients represented  letters
Math - Common Core," 9, 10, 11, 12",15329,HSA.REI.B.4,hsa reasoning  equations inequalities  solve quadratic equations  one variable,hsa reasoning  equations inequalities  solve quadratic equations  one variable
Math - Common Core," 9, 10, 11, 12",15330,HSA.REI.C.5,hsa reasoning  equations inequalities  prove  given  system  two equations  two variables replacing one equation   sum   equation   multiple    produces  system    solutions,hsa reasoning  equations inequalities  prove  given  system  two equations  two variables replacing one equation   sum   equation   multiple    produces  system    solutions
Math - Common Core," 9, 10, 11, 12",15331,HSA.REI.C.6,hsa reasoning  equations inequalities  solve systems  linear equations exactly  approximately eg  graphs focusing  pairs  linear equations  two variables,hsa reasoning  equations inequalities  solve systems  linear equations exactly  approximately eg  graphs focusing  pairs  linear equations  two variables
Math - Common Core," 9, 10, 11, 12",15332,HSA.REI.C.7,hsa reasoning  equations inequalities  solve  simple system consisting   linear equation   quadratic equation  two variables algebraically  graphically,hsa reasoning  equations inequalities  solve  simple system consisting   linear equation   quadratic equation  two variables algebraically  graphically
Math - Common Core," 9, 10, 11, 12",15333,HSA.REI.C.8,hsa reasoning  equations inequalities  represent  system  linear equations   single matrix equation   vector variable,hsa reasoning  equations inequalities  represent  system  linear equations   single matrix equation   vector variable
Math - Common Core," 9, 10, 11, 12",15334,HSA.REI.C.9,hsa reasoning  equations inequalities  find  inverse   matrix   exists  use   solve systems  linear equations using technology  matrices  dimension 3 times 3  greater,hsa reasoning  equations inequalities  find  inverse   matrix   exists  use   solve systems  linear equations using technology  matrices  dimension 3 times 3  greater
Math - Common Core," 9, 10, 11, 12",15335,HSA.REI.D.10,hsa reasoning  equations inequalities  understand   graph   equation  two variables   set    solutions plotted   coordinate plane often forming  curve     line,hsa reasoning  equations inequalities  understand   graph   equation  two variables   set    solutions plotted   coordinate plane often forming  curve     line
Math - Common Core," 9, 10, 11, 12",15336,HSA.REI.D.11,hsa reasoning  equations inequalities  explain   xcoordinates   points   graphs   equations y fx  y gx intersect   solutions   equation fx gx find  solutions approximately eg using technology  graph  functions make tables  values  find successive approximations,hsa reasoning  equations inequalities  explain   xcoordinates   points   graphs   equations y fx  y gx intersect   solutions   equation fx gx find  solutions approximately eg using technology  graph  functions make tables  values  find successive approximations
Math - Common Core," 9, 10, 11, 12",15337,HSA.REI.D.12,hsa reasoning  equations inequalities  graph  solutions   linear inequality  two variables   halfplane excluding  boundary   case   strict inequality  graph  solution set   system  linear inequalities  two variables   intersection   corresponding halfplanes,hsa reasoning  equations inequalities  graph  solutions   linear inequality  two variables   halfplane excluding  boundary   case   strict inequality  graph  solution set   system  linear inequalities  two variables   intersection   corresponding halfplanes
Math - Common Core," 9, 10, 11, 12",15338,HSF.IF.A.1,hsf interpreting functions  understand   function  one set called  domain  another set called  range assigns   element   domain exactly one element   range,hsf interpreting functions  understand   function  one set called  domain  another set called  range assigns   element   domain exactly one element   range
Math - Common Core," 9, 10, 11, 12",15339,HSF.IF.A.2,hsf interpreting functions  use function notation evaluate functions  inputs   domains  interpret statements  use function notation  terms   context,hsf interpreting functions  use function notation evaluate functions  inputs   domains  interpret statements  use function notation  terms   context
Math - Common Core," 9, 10, 11, 12",15340,HSF.IF.A.3,hsf interpreting functions  recognize  sequences  functions sometimes defined recursively whose domain   subset   integers,hsf interpreting functions  recognize  sequences  functions sometimes defined recursively whose domain   subset   integers
Math - Common Core," 9, 10, 11, 12",15341,HSF.IF.B.4,hsf interpreting functions    function  models  relationship  two quantities interpret key features  graphs  tables  terms   quantities  sketch graphs showing key features given  verbal description   relationship,hsf interpreting functions    function  models  relationship  two quantities interpret key features  graphs  tables  terms   quantities  sketch graphs showing key features given  verbal description   relationship
Math - Common Core," 9, 10, 11, 12",15342,HSF.IF.B.5,hsf interpreting functions  relate  domain   function   graph   applicable   quantitative relationship  describes,hsf interpreting functions  relate  domain   function   graph   applicable   quantitative relationship  describes
Math - Common Core," 9, 10, 11, 12",15343,HSF.IF.B.6,hsf interpreting functions  calculate  interpret  average rate  change   function presented symbolically    table   specified interval,hsf interpreting functions  calculate  interpret  average rate  change   function presented symbolically    table   specified interval
Math - Common Core," 9, 10, 11, 12",15344,HSF.IF.C.7,hsf interpreting functions  graph functions expressed symbolically  show key features   graph  hand  simple cases  using technology   complicated cases,hsf interpreting functions  graph functions expressed symbolically  show key features   graph  hand  simple cases  using technology   complicated cases
Math - Common Core," 9, 10, 11, 12",15345,HSF.IF.C.8,hsf interpreting functions  write  function defined   expression  different  equivalent forms  reveal  explain different properties   function,hsf interpreting functions  write  function defined   expression  different  equivalent forms  reveal  explain different properties   function
Math - Common Core," 9, 10, 11, 12",15346,HSF.IF.C.9,hsf interpreting functions  compare properties  two functions  represented   different way algebraically graphically numerically  tables   verbal descriptions,hsf interpreting functions  compare properties  two functions  represented   different way algebraically graphically numerically  tables   verbal descriptions
Math - Common Core," 9, 10, 11, 12",15347,HSF.BF.A.1,hsf building functions  write  function  describes  relationship  two quantities,hsf building functions  write  function  describes  relationship  two quantities
Math - Common Core," 9, 10, 11, 12",15348,HSF.BF.A.2,hsf building functions  write arithmetic  geometric sequences  recursively    explicit formula use   model situations  translate   two forms,hsf building functions  write arithmetic  geometric sequences  recursively    explicit formula use   model situations  translate   two forms
Math - Common Core," 9, 10, 11, 12",15349,HSF.BF.B.3,hsf building functions  identify  effect   graph  replacing fx  fx  k k fx fkx  fx  k  specific values  k  positive  negative find  value  k given  graphs,hsf building functions  identify  effect   graph  replacing fx  fx  k k fx fkx  fx  k  specific values  k  positive  negative find  value  k given  graphs
Math - Common Core," 9, 10, 11, 12",15350,HSF.BF.B.4,hsf building functions  solve  equation   form fx c   simple function f    inverse  write  expression   inverse,hsf building functions  solve  equation   form fx c   simple function f    inverse  write  expression   inverse
Math - Common Core," 9, 10, 11, 12",15351,HSF.BF.B.5,hsf building functions  understand  inverse relationship  exponents  logarithms  use  relationship  solve problems involving logarithms  exponents,hsf building functions  understand  inverse relationship  exponents  logarithms  use  relationship  solve problems involving logarithms  exponents
Math - Common Core," 9, 10, 11, 12",15352,HSF.LE.A.1,hsf linear quadratic exponential models  distinguish  situations  can  modeled  linear functions   exponential functions,hsf linear quadratic exponential models  distinguish  situations  can  modeled  linear functions   exponential functions
Math - Common Core," 9, 10, 11, 12",15353,HSF.LE.A.2,hsf linear quadratic exponential models  construct linear  exponential functions including arithmetic  geometric sequences given  graph  description   relationship  two inputoutput pairs include reading    table,hsf linear quadratic exponential models  construct linear  exponential functions including arithmetic  geometric sequences given  graph  description   relationship  two inputoutput pairs include reading    table
Math - Common Core," 9, 10, 11, 12",15354,HSF.LE.A.3,hsf linear quadratic exponential models  observe using graphs  tables   quantity increasing exponentially eventually exceeds  quantity increasing linearly quadratically   generally   polynomial function,hsf linear quadratic exponential models  observe using graphs  tables   quantity increasing exponentially eventually exceeds  quantity increasing linearly quadratically   generally   polynomial function
Math - Common Core," 9, 10, 11, 12",15355,HSF.LE.A.4,hsf linear quadratic exponential models   exponential models express   logarithm  solution  abct d   c  d  numbers   base b  2 10  e evaluate  logarithm using technology,hsf linear quadratic exponential models   exponential models express   logarithm  solution  abct d   c  d  numbers   base b  2 10  e evaluate  logarithm using technology
Math - Common Core," 9, 10, 11, 12",15356,HSF.LE.B.5,hsf linear quadratic exponential models  interpret  parameters   linear  exponential function  terms   context,hsf linear quadratic exponential models  interpret  parameters   linear  exponential function  terms   context
Math - Common Core," 9, 10, 11, 12",15357,HSF.TF.A.1,hsf trigonometric functions  understand radian measure   angle   length   arc   unit circle subtended   angle,hsf trigonometric functions  understand radian measure   angle   length   arc   unit circle subtended   angle
Math - Common Core," 9, 10, 11, 12",15358,HSF.TF.A.2,hsf trigonometric functions  explain   unit circle   coordinate plane enables  extension  trigonometric functions   real numbers interpreted  radian measures  angles traversed counterclockwise around  unit circle,hsf trigonometric functions  explain   unit circle   coordinate plane enables  extension  trigonometric functions   real numbers interpreted  radian measures  angles traversed counterclockwise around  unit circle
Math - Common Core," 9, 10, 11, 12",15359,HSF.TF.A.3,hsf trigonometric functions  use special triangles  determine geometrically  values  sine cosine tangent  pi3 pi4  pi6  use  unit circle  express  values  sine cosine  tangent  x pi  x  2pi  x  terms   values  x  x   real number,hsf trigonometric functions  use special triangles  determine geometrically  values  sine cosine tangent  pi3 pi4  pi6  use  unit circle  express  values  sine cosine  tangent  x pi  x  2pi  x  terms   values  x  x   real number
Math - Common Core," 9, 10, 11, 12",15360,HSF.TF.A.4,hsf trigonometric functions  use  unit circle  explain symmetry odd  even  periodicity  trigonometric functions,hsf trigonometric functions  use  unit circle  explain symmetry odd  even  periodicity  trigonometric functions
Math - Common Core," 9, 10, 11, 12",15361,HSF.TF.B.5,hsf trigonometric functions  choose trigonometric functions  model periodic phenomena  specified amplitude frequency  midline,hsf trigonometric functions  choose trigonometric functions  model periodic phenomena  specified amplitude frequency  midline
Math - Common Core," 9, 10, 11, 12",15362,HSF.TF.B.6,hsf trigonometric functions  understand  restricting  trigonometric function   domain     always increasing  always decreasing allows  inverse   constructed,hsf trigonometric functions  understand  restricting  trigonometric function   domain     always increasing  always decreasing allows  inverse   constructed
Math - Common Core," 9, 10, 11, 12",15363,HSF.TF.B.7,hsf trigonometric functions  use inverse functions  solve trigonometric equations  arise  modeling contexts evaluate  solutions using technology  interpret   terms   context,hsf trigonometric functions  use inverse functions  solve trigonometric equations  arise  modeling contexts evaluate  solutions using technology  interpret   terms   context
Math - Common Core," 9, 10, 11, 12",15364,HSF.TF.C.8,hsf trigonometric functions  prove  pythagorean identity  use   find sintheta costheta  tantheta given sintheta costheta  tantheta   quadrant   angle,hsf trigonometric functions  prove  pythagorean identity  use   find sintheta costheta  tantheta given sintheta costheta  tantheta   quadrant   angle
Math - Common Core," 9, 10, 11, 12",15365,HSF.TF.C.9,hsf trigonometric functions  prove  addition  subtraction formulas  sine cosine  tangent  use   solve problems,hsf trigonometric functions  prove  addition  subtraction formulas  sine cosine  tangent  use   solve problems
Math - Common Core," 9, 10, 11, 12",15366,HSG.CO.A.1,hsg congruence  know precise definitions  angle circle perpendicular line parallel line  line segment based   undefined notions  point line distance along  line  distance around  circular arc,hsg congruence  know precise definitions  angle circle perpendicular line parallel line  line segment based   undefined notions  point line distance along  line  distance around  circular arc
Math - Common Core," 9, 10, 11, 12",15367,HSG.CO.A.2,hsg congruence  represent transformations   plane using eg transparencies  geometry software describe transformations  functions  take points   plane  inputs  give  points  outputs,hsg congruence  represent transformations   plane using eg transparencies  geometry software describe transformations  functions  take points   plane  inputs  give  points  outputs
Math - Common Core," 9, 10, 11, 12",15368,HSG.CO.A.3,hsg congruence  given  rectangle parallelogram trapezoid  regular polygon describe  rotations  reflections  carry  onto ,hsg congruence  given  rectangle parallelogram trapezoid  regular polygon describe  rotations  reflections  carry  onto 
Math - Common Core," 9, 10, 11, 12",15369,HSG.CO.A.4,hsg congruence  develop definitions  rotations reflections  translations  terms  angles circles perpendicular lines parallel lines  line segments,hsg congruence  develop definitions  rotations reflections  translations  terms  angles circles perpendicular lines parallel lines  line segments
Math - Common Core," 9, 10, 11, 12",15370,HSG.CO.A.5,hsg congruence  given  geometric figure   rotation reflection  translation draw  transformed figure using eg graph paper tracing paper  geometry software specify  sequence  transformations  will carry  given figure onto another,hsg congruence  given  geometric figure   rotation reflection  translation draw  transformed figure using eg graph paper tracing paper  geometry software specify  sequence  transformations  will carry  given figure onto another
Math - Common Core," 9, 10, 11, 12",15371,HSG.CO.B.6,hsg congruence  use geometric descriptions  rigid motions  transform figures   predict  effect   given rigid motion   given figure given two figures use  definition  congruence  terms  rigid motions  decide    congruent,hsg congruence  use geometric descriptions  rigid motions  transform figures   predict  effect   given rigid motion   given figure given two figures use  definition  congruence  terms  rigid motions  decide    congruent
Math - Common Core," 9, 10, 11, 12",15372,HSG.CO.B.7,hsg congruence  use  definition  congruence  terms  rigid motions  show  two triangles  congruent     corresponding pairs  sides  corresponding pairs  angles  congruent,hsg congruence  use  definition  congruence  terms  rigid motions  show  two triangles  congruent     corresponding pairs  sides  corresponding pairs  angles  congruent
Math - Common Core," 9, 10, 11, 12",15373,HSG.CO.B.8,hsg congruence  explain   criteria  triangle congruence asa sas  sss follow   definition  congruence  terms  rigid motions,hsg congruence  explain   criteria  triangle congruence asa sas  sss follow   definition  congruence  terms  rigid motions
Math - Common Core," 9, 10, 11, 12",15374,HSG.CO.C.9,hsg congruence  prove theorems  lines  angles,hsg congruence  prove theorems  lines  angles
Math - Common Core," 9, 10, 11, 12",15375,HSG.CO.C.10,hsg congruence  prove theorems  triangles,hsg congruence  prove theorems  triangles
Math - Common Core," 9, 10, 11, 12",15376,HSG.CO.C.11,hsg congruence  prove theorems  parallelograms,hsg congruence  prove theorems  parallelograms
Math - Common Core," 9, 10, 11, 12",15377,HSG.CO.D.12,hsg congruence  make formal geometric constructions   variety  tools  methods compass  straightedge string reflective devices paper folding dynamic geometric software etc,hsg congruence  make formal geometric constructions   variety  tools  methods compass  straightedge string reflective devices paper folding dynamic geometric software etc
Math - Common Core," 9, 10, 11, 12",15378,HSG.CO.D.13,hsg congruence  construct  equilateral triangle  square   regular hexagon inscribed   circle,hsg congruence  construct  equilateral triangle  square   regular hexagon inscribed   circle
Math - Common Core," 9, 10, 11, 12",15379,HSG.SRT.A.1,hsg similarity right triangles trigonometry  verify experimentally  properties  dilations given   center   scale factor,hsg similarity right triangles trigonometry  verify experimentally  properties  dilations given   center   scale factor
Math - Common Core," 9, 10, 11, 12",15380,HSG.SRT.A.2,hsg similarity right triangles trigonometry  given two figures use  definition  similarity  terms  similarity transformations  decide    similar explain using similarity transformations  meaning  similarity  triangles   equality   corresponding pairs  angles   proportionality   corresponding pairs  sides,hsg similarity right triangles trigonometry  given two figures use  definition  similarity  terms  similarity transformations  decide    similar explain using similarity transformations  meaning  similarity  triangles   equality   corresponding pairs  angles   proportionality   corresponding pairs  sides
Math - Common Core," 9, 10, 11, 12",15381,HSG.SRT.A.3,hsg similarity right triangles trigonometry  use  properties  similarity transformations  establish  aa criterion  two triangles   similar,hsg similarity right triangles trigonometry  use  properties  similarity transformations  establish  aa criterion  two triangles   similar
Math - Common Core," 9, 10, 11, 12",15382,HSG.SRT.B.4,hsg similarity right triangles trigonometry  prove theorems  triangles,hsg similarity right triangles trigonometry  prove theorems  triangles
Math - Common Core," 9, 10, 11, 12",15383,HSG.SRT.B.5,hsg similarity right triangles trigonometry  use congruence  similarity criteria  triangles  solve problems   prove relationships  geometric figures,hsg similarity right triangles trigonometry  use congruence  similarity criteria  triangles  solve problems   prove relationships  geometric figures
Math - Common Core," 9, 10, 11, 12",15384,HSG.SRT.C.6,hsg similarity right triangles trigonometry  understand   similarity side ratios  right triangles  properties   angles   triangle leading  definitions  trigonometric ratios  acute angles,hsg similarity right triangles trigonometry  understand   similarity side ratios  right triangles  properties   angles   triangle leading  definitions  trigonometric ratios  acute angles
Math - Common Core," 9, 10, 11, 12",15385,HSG.SRT.C.7,hsg similarity right triangles trigonometry  explain  use  relationship   sine  cosine  complementary angles,hsg similarity right triangles trigonometry  explain  use  relationship   sine  cosine  complementary angles
Math - Common Core," 9, 10, 11, 12",15386,HSG.SRT.C.8,hsg similarity right triangles trigonometry  use trigonometric ratios   pythagorean theorem  solve right triangles  applied problems,hsg similarity right triangles trigonometry  use trigonometric ratios   pythagorean theorem  solve right triangles  applied problems
Math - Common Core," 9, 10, 11, 12",15387,HSG.SRT.D.9,hsg similarity right triangles trigonometry  derive  formula  12 ab sinc   area   triangle  drawing  auxiliary line   vertex perpendicular   opposite side,hsg similarity right triangles trigonometry  derive  formula  12 ab sinc   area   triangle  drawing  auxiliary line   vertex perpendicular   opposite side
Math - Common Core," 9, 10, 11, 12",15388,HSG.SRT.D.10,hsg similarity right triangles trigonometry  prove  laws  sines  cosines  use   solve problems,hsg similarity right triangles trigonometry  prove  laws  sines  cosines  use   solve problems
Math - Common Core," 9, 10, 11, 12",15389,HSG.SRT.D.11,hsg similarity right triangles trigonometry  understand  apply  law  sines   law  cosines  find unknown measurements  right  nonright triangles eg surveying problems resultant forces,hsg similarity right triangles trigonometry  understand  apply  law  sines   law  cosines  find unknown measurements  right  nonright triangles eg surveying problems resultant forces
Math - Common Core," 9, 10, 11, 12",15390,HSG.C.A.1,hsg circles  prove   circles  similar,hsg circles  prove   circles  similar
Math - Common Core," 9, 10, 11, 12",15391,HSG.C.A.2,hsg circles  identify  describe relationships among inscribed angles radii  chords include  relationship  central inscribed  circumscribed angles inscribed angles   diameter  right angles  radius   circle  perpendicular   tangent   radius intersects  circle,hsg circles  identify  describe relationships among inscribed angles radii  chords include  relationship  central inscribed  circumscribed angles inscribed angles   diameter  right angles  radius   circle  perpendicular   tangent   radius intersects  circle
Math - Common Core," 9, 10, 11, 12",15392,HSG.C.A.3,hsg circles  construct  inscribed  circumscribed circles   triangle  prove properties  angles   quadrilateral inscribed   circle,hsg circles  construct  inscribed  circumscribed circles   triangle  prove properties  angles   quadrilateral inscribed   circle
Math - Common Core," 9, 10, 11, 12",15393,HSG.C.A.4,hsg circles  construct  tangent line   point outside  given circle   circle,hsg circles  construct  tangent line   point outside  given circle   circle
Math - Common Core," 9, 10, 11, 12",15394,HSG.C.B.5,hsg circles  derive using similarity  fact   length   arc intercepted   angle  proportional   radius  define  radian measure   angle   constant  proportionality derive  formula   area   sector,hsg circles  derive using similarity  fact   length   arc intercepted   angle  proportional   radius  define  radian measure   angle   constant  proportionality derive  formula   area   sector
Math - Common Core," 9, 10, 11, 12",15395,HSG.GPE.A.1,hsg expressing geometric properties  equations  derive  equation   circle  given center  radius using  pythagorean theorem complete  square  find  center  radius   circle given   equation,hsg expressing geometric properties  equations  derive  equation   circle  given center  radius using  pythagorean theorem complete  square  find  center  radius   circle given   equation
Math - Common Core," 9, 10, 11, 12",15396,HSG.GPE.A.2,hsg expressing geometric properties  equations  derive  equation   parabola given  focus  directrix,hsg expressing geometric properties  equations  derive  equation   parabola given  focus  directrix
Math - Common Core," 9, 10, 11, 12",15397,HSG.GPE.A.3,hsg expressing geometric properties  equations  derive  equations  ellipses  hyperbolas given  foci using  fact   sum  difference  distances   foci  constant,hsg expressing geometric properties  equations  derive  equations  ellipses  hyperbolas given  foci using  fact   sum  difference  distances   foci  constant
Math - Common Core," 9, 10, 11, 12",15398,HSG.GPE.B.4,hsg expressing geometric properties  equations  use coordinates  prove simple geometric theorems algebraically,hsg expressing geometric properties  equations  use coordinates  prove simple geometric theorems algebraically
Math - Common Core," 9, 10, 11, 12",15399,HSG.GPE.B.5,hsg expressing geometric properties  equations  prove  slope criteria  parallel  perpendicular lines  use   solve geometric problems,hsg expressing geometric properties  equations  prove  slope criteria  parallel  perpendicular lines  use   solve geometric problems
Math - Common Core," 9, 10, 11, 12",15400,HSG.GPE.B.6,hsg expressing geometric properties  equations  find  point   directed line segment  two given points  partitions  segment   given ratio,hsg expressing geometric properties  equations  find  point   directed line segment  two given points  partitions  segment   given ratio
Math - Common Core," 9, 10, 11, 12",15401,HSG.GPE.B.7,hsg expressing geometric properties  equations  use coordinates  compute perimeters  polygons  areas  triangles  rectangles,hsg expressing geometric properties  equations  use coordinates  compute perimeters  polygons  areas  triangles  rectangles
Math - Common Core," 9, 10, 11, 12",15402,HSG.GMD.A.1,hsg geometric measurement dimension  give  informal argument   formulas   circumference   circle area   circle volume   cylinder pyramid  cone,hsg geometric measurement dimension  give  informal argument   formulas   circumference   circle area   circle volume   cylinder pyramid  cone
Math - Common Core," 9, 10, 11, 12",15403,HSG.GMD.A.2,hsg geometric measurement dimension  give  informal argument using cavalieris principle   formulas   volume   sphere   solid figures,hsg geometric measurement dimension  give  informal argument using cavalieris principle   formulas   volume   sphere   solid figures
Math - Common Core," 9, 10, 11, 12",15404,HSG.GMD.A.3,hsg geometric measurement dimension  use volume formulas  cylinders pyramids cones  spheres  solve problem,hsg geometric measurement dimension  use volume formulas  cylinders pyramids cones  spheres  solve problem
Math - Common Core," 9, 10, 11, 12",15405,HSG.GMD.B.4,hsg geometric measurement dimension  identify  shapes  twodimensional crosssections  threedimensional objects  identify threedimensional objects generated  rotations  twodimensional objects,hsg geometric measurement dimension  identify  shapes  twodimensional crosssections  threedimensional objects  identify threedimensional objects generated  rotations  twodimensional objects
Math - Common Core," 9, 10, 11, 12",15406,HSG.MG.A.1,hsg modeling  geometry  use geometric shapes  measures   properties  describe objects,hsg modeling  geometry  use geometric shapes  measures   properties  describe objects
Math - Common Core," 9, 10, 11, 12",15407,HSG.MG.A.2,hsg modeling  geometry  apply concepts  density based  area  volume  modeling situations,hsg modeling  geometry  apply concepts  density based  area  volume  modeling situations
Math - Common Core," 9, 10, 11, 12",15408,HSG.MG.A.3,hsg modeling  geometry  apply geometric methods  solve design problems,hsg modeling  geometry  apply geometric methods  solve design problems
Math - Common Core," 9, 10, 11, 12",15409,HSS.ID.A.1,hss interpreting categorical quantitative data  represent data  plots   real number line dot plots histograms  box plots,hss interpreting categorical quantitative data  represent data  plots   real number line dot plots histograms  box plots
Math - Common Core," 9, 10, 11, 12",15410,HSS.ID.A.2,hss interpreting categorical quantitative data  use statistics appropriate   shape   data distribution  compare center median mean  spread interquartile range standard deviation  two   different data sets,hss interpreting categorical quantitative data  use statistics appropriate   shape   data distribution  compare center median mean  spread interquartile range standard deviation  two   different data sets
Math - Common Core," 9, 10, 11, 12",15411,HSS.ID.A.3,hss interpreting categorical quantitative data  interpret differences  shape center  spread   context   data sets accounting  possible effects  extreme data points outliers,hss interpreting categorical quantitative data  interpret differences  shape center  spread   context   data sets accounting  possible effects  extreme data points outliers
